,q10,q50,q90,truth,$btc_dom,$fg_index,$high_vol_flag,$momentum_10,$momentum_25,$momentum_5,$realized_vol_6,$relative_volatility_index,OPEN1,RSV1,RSV2,RSV3,VOLUME1,btc_std_7d,btc_zscore_14d,fg_std_7d,fg_zscore_14d,vol_momentum_scaled,vol_raw,vol_raw_decile,vol_raw_momentum,vol_risk,vol_scaled,prob_up,vol_regime_low,vol_regime_medium,vol_regime_high,momentum_regime_trending,momentum_regime_ranging,regime_low_vol_trending,regime_low_vol_ranging,regime_high_vol_trending,regime_high_vol_ranging,regime_stability,spread,abs_q50,market_variance,prediction_variance,total_risk,enhanced_info_ratio,info_ratio,potential_gain,potential_loss,expected_value,variance_regime_low,variance_regime_medium,variance_regime_high,variance_regime_extreme,signal_thresh_adaptive,effective_info_ratio_threshold,economically_significant_traditional,economically_significant_expected_value,economically_significant_combined,economically_significant,high_quality,tradeable,q50_x_low_variance,q50_x_high_variance,q50_x_extreme_variance,q50_x_trending,spread_x_high_variance,vol_risk_x_abs_q50,enhanced_info_ratio_x_trending,signal_to_variance_ratio,variance_adjusted_signal,signal_tier,kelly_position_size,side,signal_strength,position_size_suggestion
vol_momentum_scaled,-0.043354183147547874,0.030076629704591424,0.060588400803230094,-0.009778163920308775,-0.00040895219851832604,0.0024969161149442035,0.23325553166085364,-0.024644155194312425,-0.011968098597735928,-0.053144605160470884,0.20432182961013273,0.30033907754833605,0.045727861452780134,-0.0007457255223525667,-0.008410962397760124,-0.013672733717555287,-0.0015083529102062148,-0.0005498704995122954,0.000779047012878971,-0.004773269595208155,0.002813938786837988,1.0,0.20432182961013273,0.18977973808615603,1.0000000000000009,0.161727655853951,0.28628097476366215,0.03387080079216638,,,,,,,,,,2.6685455716046076e-05,0.05544855931192847,0.09008080630641427,0.161727655853951,0.06965211668820871,0.1606403342549122,-0.020001953065607887,0.02969530790586541,0.06688791151468819,0.03649476424382417,0.05166414653579454,-0.07616550229398542,-0.05763995962243093,0.04222239595475309,0.15417089714697493,0.18894646539506282,0.15672670366958433,-0.023937810337443646,0.03203528081860941,0.04633546233608714,0.03203528081860941,,0.03203528081860941,-0.023373280103774006,0.03699406599619796,0.08483276214065147,,0.013110966431653645,0.20702682748750698,,0.021126571420202443,0.016743498514431736,-0.020129157988971108,0.007147370285579239,0.04245777274194278,0.021144857244645848,0.007726403180538394
vol_raw,-0.6370058954219789,0.0911089960939642,0.6951151987370802,0.009836693041613696,0.0700851615900809,-0.036013669391416106,0.33927614448748705,-0.07417097833646233,-0.0987542915821503,-0.03396330936313221,1.0,0.4162040735305302,0.022596341987820907,0.009065489177008593,0.011717115979400493,0.01101785958938826,3.7523561552302264e-05,0.3835609105422416,0.07843795666883946,0.17596870822283073,-0.10316828210838443,0.20432182961013273,1.0,0.600253142360003,0.2043218283485317,0.752159084822969,0.5076148448441257,0.006671260389964519,,,,,,,,,,-0.1214646983747865,0.7116190592274145,0.1421809765176268,0.752159084822969,0.6274071915451557,0.9623415392003645,-0.35713092589992723,-0.23456326678986195,0.683570342490713,0.6478889432084307,0.09158177987364857,-0.4862074412523454,-0.20282128110059272,0.25520895226144485,0.7336092816797052,0.9486025877548421,0.8048282995217478,-0.09320449477233864,0.1893393751970102,0.16661064210030388,0.1893393751970102,,0.1893393751970102,-0.10646683746827686,0.09746201450697743,0.3197337729039072,,0.24632413761809446,0.641786020316948,,-0.08665133512282794,0.04091313056522523,-0.1733602645091038,-0.08548620181694647,0.179472816161963,-0.052438355694694704,0.10629021998395614
vol_raw_decile,-0.2068608971090047,0.11407522247759147,0.2736605564649469,0.0022144135218082036,0.002711487063786329,0.012362879635379983,0.49998445420409315,-0.03631459040247299,-0.04980266064110717,-0.012432400775539263,0.600253142360003,0.6172623551308906,0.008502214545436884,0.008325064473232177,0.011994359077641459,0.010919522576336462,-0.0033846370917333876,0.06553092832697073,0.082760540729569,0.05365622010260871,-0.034546450255069104,0.18977973808615603,0.600253142360003,1.0,0.18977973795365322,0.25537242992523723,0.7576623235304408,0.09819380756587436,,,,,,,,,,0.0049639504203067815,0.2564145873081787,0.09224166413552032,0.25537242992523723,0.1861212566660256,0.4902101840607136,-0.2779354137456363,-0.08140850287811238,0.25605505385503213,0.22346497075248015,0.07708783403242679,-0.5679720463247179,-0.014039415395592777,0.3598995934185733,0.41064731863411663,0.6290557989614325,0.5916489986304458,-0.11598585188057442,0.15157884321232404,0.13775496110621557,0.15157884321232404,,0.15157884321232404,-0.11231222316942162,0.14892787710244584,0.1882351989753329,,0.2654187466672648,0.2188111759370064,,-0.0163571525165632,0.09128683231209182,-0.1838959786639505,-0.05851735926816534,0.160235324819942,-0.025463419767608356,0.12370947476628354
vol_raw_momentum,-0.04335418199707282,0.030076629301011328,0.06058840013101769,-0.009778163726487946,-0.00040895232376613556,0.0024969161439521185,0.23325553182970718,-0.024644154532937532,-0.011968098166470247,-0.05314460456867385,0.2043218283485317,0.30033907771741564,0.045727859870934175,-0.0007457252027850179,-0.008410962088039006,-0.013672733382739482,-0.0015083529068329854,-0.0005498711277042984,0.0007790470772433446,-0.004773269804796604,0.002813938774496026,1.0000000000000009,0.2043218283485317,0.18977973795365322,1.0,0.16172765434281772,0.2862809749332344,0.03387080066263491,,,,,,,,,,2.6685703687480057e-05,0.055448558334842,0.09008080595136995,0.16172765434281772,0.06965211520502035,0.16064033296060334,-0.02000195299566776,0.02969530795005118,0.06688791045467908,0.03649476348018813,0.05166414605963588,-0.07616550221095475,-0.05763995960805088,0.04222239626331098,0.15417089658525593,0.1889464645483841,0.15672670319133583,-0.023937810491405236,0.03203528051785299,0.04633546210405863,0.03203528051785299,,0.03203528051785299,-0.02337328010871488,0.03699406618231348,0.08483276127472016,,0.013110966604731863,0.2070268260431912,,0.021126571540201883,0.016743498254552472,-0.02012915812218971,0.007147370338012973,0.042457772475603804,0.021144857215806237,0.007726403093784092
vol_risk,-0.4087071537029845,0.028828781619784655,0.43551486320542787,0.02018349531159419,0.04969869314919586,-0.04384434135527025,0.16318822281168538,-0.11897699895969166,-0.14452166520172813,-0.055888125173708676,0.752159084822969,0.19040644596436296,0.014567021683473628,0.005177015129499451,0.006594921932065176,0.007186435336062176,-0.0005216849202823925,0.2671512063318543,0.03277551801299809,0.08025008175358286,-0.06837254519951763,0.161727655853951,0.752159084822969,0.25537242992523723,0.16172765434281772,1.0,0.22543431341985878,-0.007032604961209726,,,,,,,,,,-0.06842675215391451,0.45104457254499936,0.05107974094499876,1.0,0.5624931558514772,0.7079990246060629,-0.15277466731952297,-0.10660550217718408,0.43703535419785355,0.4067717977826884,0.06268013987773788,-0.1540222513878428,-0.1327575989270101,0.027186694069490154,0.4158093322905756,0.6963899665207924,0.3981782064082973,-0.040194573837450176,0.08625087889320994,0.0749992701763003,0.08625087889320994,,0.08625087889320994,-0.03478413917310805,0.011328598447973327,0.16338837314019464,,0.028681874228652718,0.8356286225602495,,-0.1008565819174183,-0.001560042779673955,-0.07836507727343958,-0.03956209598843511,0.07680112253250448,-0.032608090519525144,0.01203326464954831
vol_scaled,-0.10304318667206389,0.08825749325153721,0.1364659180113839,-0.0001539565221768756,0.005692475234836922,0.03191448588799592,0.6397486951961698,-0.044425690207593134,-0.04018440154461703,-0.0262624961754036,0.5076148448441257,0.7678636938480898,0.01457634357145054,0.0076416445945572025,0.00825004512643581,0.003817242831086977,-0.001314267029078464,0.006217488507083797,0.018904750572384207,-0.01281649545513758,0.005235480278873633,0.28628097476366215,0.5076148448441257,0.7576623235304408,0.2862809749332344,0.22543431341985878,1.0,0.08778352259770537,,,,,,,,,,0.011852897895937152,0.12780543701982808,0.038493881313644174,0.22543431341985876,0.08506296848681703,0.3830097503521587,-0.24412248261118208,-0.06151531866725659,0.12589165685955656,0.11317985782775082,0.039942056062317134,-0.4353542364673545,-0.05869330589012816,0.29956184060440844,0.3614392109441114,0.5282752458788501,0.4899500583711189,-0.12022720660610552,0.08244366242592695,0.07263049072236995,0.08244366242592695,,0.08244366242592695,-0.08879072130793293,0.1182296963055967,0.1692728379892632,,0.19007263664125654,0.19298308800777045,,-0.05868810097229603,0.0669307784822016,-0.18682511541712835,-0.08076939852119507,0.08635151472900675,-0.05467416090258211,0.056338524304426485
prob_up,0.10572122654890229,0.7649723614011655,0.04053691652350726,0.0940483746383533,0.0808875418791542,0.08292746426313435,0.06928667552141325,-0.17861438569180854,-0.08678803782507662,-0.26158086488920584,0.006671260389964519,0.08882100918306489,0.3125703485916787,-0.3156470716996325,-0.4487974634810978,-0.48937985764617764,0.0006876655361439537,0.022619850488637582,0.22336431389389072,-0.011465388601625806,0.06809437201998626,0.03387080079216638,0.006671260389964519,0.09819380756587436,0.03387080066263491,-0.007032604961209726,0.08778352259770537,1.0,,,,,,,,,,0.025783136186404276,-0.03573210739782547,0.44211051422407066,-0.007032604961209734,-0.027401480952402798,-0.008544673130648047,0.40258121783790585,0.4707200956395609,0.012598419906385093,-0.08022193482466189,0.26757639412994144,-0.038868544148697774,0.029916322701323998,0.010834180808499586,-0.003925097882080678,0.010573582246279458,0.015479783506737366,0.3043546671966807,0.30965784784262973,0.34603212789360843,0.30965784784262973,,0.30965784784262973,0.5119273504236245,0.279010382167267,0.14729445346820483,,-0.007517448196858294,0.04425764479992346,,0.441698616373501,0.7752807286773353,0.4260985828336336,0.4186732160302329,0.3919687122940585,0.46280072465998495,0.3143942044209761
vol_regime_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vol_regime_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vol_regime_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momentum_regime_trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momentum_regime_ranging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regime_low_vol_trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regime_low_vol_ranging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regime_high_vol_trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regime_high_vol_ranging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regime_stability,0.15719824724805093,-0.012661986812078823,-0.16979042111261122,-0.00010630836655466175,-0.45867835966443044,0.1876181184271558,0.02338383591697267,4.562188905163362e-05,-0.00018704387028553306,-6.705299431016394e-05,-0.1214646983747865,0.0019946858071609465,-0.0024310283334002016,-0.015881396004161878,-0.017415610320880473,-0.017631753417942334,0.0023492502802799258,-0.293341978727504,0.0408433371789486,-0.15658523026210994,-0.007888360646854798,2.6685455716046076e-05,-0.1214646983747865,0.0049639504203067815,2.6685703687480057e-05,-0.06842675215391451,0.011852897895937152,0.025783136186404276,,,,,,,,,,1.0,-0.17468754893390173,0.0015733994119049625,-0.06842675215391451,-0.1261806285723872,-0.1524074704738904,0.1268078109772624,0.1245300670179652,-0.16643093368856524,-0.16044681131202798,-0.01660792050567935,0.07137083485707585,0.021189719407716717,-0.03215213774729068,-0.10075247970152165,-0.11622902901916919,-0.11272640384693575,0.01522019820723846,-0.0331825597898881,-0.024161180723753933,-0.0331825597898881,,-0.0331825597898881,0.03773055935938787,-0.029245352741138445,-0.058165348341703345,,-0.06672891871087415,-0.0628508175024263,,0.03434358512825407,-0.004527336252147754,0.05134611308681359,0.02884254167508017,-0.031208566817052565,0.02514978044248846,-0.022824568542673746
spread,-0.9370199288910006,0.12443044769677701,0.9339702252986192,-0.02592856084199406,0.09464609546485919,-0.008203975577124522,0.03828040431681324,-0.09564482488724753,-0.11230192864193894,-0.07927934586051191,0.7116190592274145,0.0886167499324655,0.06838737687303703,-0.0018331646428071254,-0.0029242207088824123,-0.00622567284355709,0.0021536816076536103,0.5589619172031732,0.07731846629630199,0.2512391458846983,-0.15359310395331682,0.05544855931192847,0.7116190592274145,0.2564145873081787,0.055448558334842,0.45104457254499936,0.12780543701982808,-0.03573210739782547,,,,,,,,,,-0.17468754893390173,1.0,0.2424907612160009,0.45104457254499936,0.8702580379188404,0.8704959342076283,-0.3292266194817123,-0.3244798334281325,0.9376579554216992,0.9339858910362476,0.061272701932102,-0.4683979613486592,-0.07805819923777688,0.25106263168457016,0.5082014078199321,0.6943338515972771,0.620317505621125,-0.017307209414758908,0.19399639301944258,0.17581250953184027,0.19399639301944258,,0.19399639301944258,-0.08713311204969293,0.11569648697863943,0.2680042001683822,,0.36749394008391467,0.4134041033940217,,0.07844536552552552,0.08671535609651583,-0.052878826976941774,-0.048161476324899886,0.17634341767742315,-0.0158377242450235,0.142028577062838
abs_q50,-0.1878454017784705,0.616157274561232,0.26676269861258,0.050446151651053865,0.018217528455430627,0.11005399735875472,0.005005654322442273,-0.1387414884483186,-0.06504140907125568,-0.26969023905794287,0.1421809765176268,0.0049703751732337485,0.33522769599643754,-0.21469980978179484,-0.3355289193943428,-0.37155409159398234,-0.0005388075308763032,0.18862621391318798,0.13111461153820117,0.12846057368633057,0.006557537929681329,0.09008080630641427,0.1421809765176268,0.09224166413552032,0.09008080595136995,0.05107974094499876,0.038493881313644174,0.44211051422407066,,,,,,,,,,0.0015733994119049625,0.2424907612160009,1.0,0.05107974094499876,0.15689421182706478,0.19118185463843756,0.6255059550047932,0.6723841484818942,0.2724835710266209,0.18015755477096512,0.23596094986917374,-0.16985675206172635,0.034837916291005806,0.08304606319532483,0.09184253398601097,0.15207869985867145,0.15275802350017773,0.45258882464852285,0.3116228295039081,0.4191592996832234,0.3116228295039081,,0.3116228295039081,0.1857611630628241,0.3162859217267803,0.25304778344955864,,0.10868435569876783,0.21663691432557433,,0.9388035580327782,0.604611815696261,0.6857450227513987,0.45541128915346807,0.35686288901178775,0.5417628901558342,0.3064808095640064
market_variance,-0.4087071537029845,0.028828781619784655,0.43551486320542787,0.02018349531159419,0.04969869314919586,-0.04384434135527025,0.16318822281168538,-0.11897699895969166,-0.14452166520172813,-0.055888125173708676,0.752159084822969,0.19040644596436296,0.014567021683473628,0.005177015129499451,0.006594921932065176,0.007186435336062176,-0.0005216849202823925,0.2671512063318543,0.03277551801299809,0.08025008175358286,-0.06837254519951763,0.161727655853951,0.752159084822969,0.25537242992523723,0.16172765434281772,1.0,0.22543431341985876,-0.007032604961209734,,,,,,,,,,-0.06842675215391451,0.45104457254499936,0.05107974094499876,1.0,0.5624931558514772,0.7079990246060629,-0.15277466731952297,-0.10660550217718408,0.43703535419785355,0.4067717977826884,0.06268013987773788,-0.1540222513878428,-0.1327575989270101,0.027186694069490154,0.4158093322905756,0.6963899665207924,0.3981782064082973,-0.040194573837450176,0.08625087889320994,0.0749992701763003,0.08625087889320994,,0.08625087889320994,-0.03478413917310805,0.011328598447973327,0.16338837314019464,,0.028681874228652718,0.8356286225602495,,-0.1008565819174183,-0.001560042779673955,-0.07836507727343958,-0.03956209598843511,0.07680112253250448,-0.032608090519525144,0.01203326464954831
prediction_variance,-0.8389104471752215,0.08972036182013744,0.7887913693049331,-0.04439263900095282,0.08403341394029362,-0.030025903818762578,0.02410817172141251,-0.15544383777310247,-0.19026918902705106,-0.1323713416619289,0.6274071915451557,0.05321021361383401,0.11485182462999036,-0.008153159220843963,-0.01338696462236817,-0.018931253696718355,0.0008581580495403482,0.48165848253592136,0.043057847142810066,0.15039128435276175,-0.1389038807030257,0.06965211668820871,0.6274071915451557,0.1861212566660256,0.06965211520502035,0.5624931558514772,0.08506296848681703,-0.027401480952402798,,,,,,,,,,-0.1261806285723872,0.8702580379188404,0.15689421182706478,0.5624931558514772,1.0,0.7672383844439512,-0.2095199065688489,-0.20840145331668922,0.8150175355599196,0.8138339584567618,0.04727066395727864,-0.25805276474177435,-0.1184050947352697,0.11714115319135358,0.4313417233591766,0.5873462162997204,0.45994145592259383,-0.024033106358016247,0.13039191307418294,0.11712475157647936,0.13039191307418294,,0.13039191307418294,-0.05179886272449073,0.06236742220450354,0.24202431780479514,,0.21637634723646096,0.5034827539954394,,0.0002889170899832923,0.05155685474747296,-0.05296603059051968,-0.0380952945901132,0.11504468842142569,-0.02310536899056565,0.07229652663966049
total_risk,-0.7970019567214167,0.11005785193027205,0.8321190004601755,-0.005079747707252603,0.08582707032998611,-0.029493965268604504,0.2420922668046758,-0.08790549037250404,-0.10919993889933437,-0.054705788499658896,0.9623415392003645,0.3078675686678457,0.04248820744863635,0.005240924408010669,0.0056904264688294156,0.0034155371973637657,0.0007224991507139563,0.48004052610080045,0.08345995846901122,0.21764591836134065,-0.12840553343328442,0.1606403342549122,0.9623415392003645,0.4902101840607136,0.16064033296060334,0.7079990246060629,0.3830097503521587,-0.008544673130648047,,,,,,,,,,-0.1524074704738904,0.8704959342076283,0.19118185463843756,0.7079990246060629,0.7672383844439512,1.0,-0.36684151823909494,-0.2827880484555577,0.826838903857988,0.8021360322787813,0.08464360193185229,-0.49711376752798847,-0.1733041402280156,0.25711306841157644,0.6995300083373096,0.915726282658838,0.7834204827802352,-0.06396009856735532,0.20434212076577268,0.181649844637721,0.20434212076577268,,0.20434212076577268,-0.10136742745546388,0.10665797283568146,0.3215425209966556,,0.2989925878053983,0.6139050749693794,,-0.02981881065692259,0.06086592046928285,-0.13062342050936215,-0.07375894083849889,0.1905349062619178,-0.04058460787527385,0.12590724602529152
enhanced_info_ratio,0.3146034537961476,0.38919111737670026,-0.3012350163636323,0.03060055074173513,-0.06360753183078148,0.06313708186809175,-0.15428485784438337,-0.07055796226970164,-0.02852395953418772,-0.14885031052735406,-0.35713092589992723,-0.21972468505677764,0.19043522012925326,-0.1820062889263229,-0.28100729075985753,-0.30828558942632484,-0.0024973162930366426,-0.13103581967686795,0.048785399648653714,-0.08556148452192146,0.052197894696073284,-0.020001953065607887,-0.35713092589992723,-0.2779354137456363,-0.02000195299566776,-0.15277466731952297,-0.24412248261118208,0.40258121783790585,,,,,,,,,,0.1268078109772624,-0.3292266194817123,0.6255059550047932,-0.15277466731952297,-0.2095199065688489,-0.36684151823909494,1.0,0.9447412141782444,-0.28416308965771736,-0.3326778964648272,0.11535774024959389,0.34976222582070804,-0.017328822244244386,-0.20209051075394033,-0.23651704169100943,-0.3696324687675444,-0.35156520001301705,0.4574668283341785,0.10474328507795168,0.19317475152632166,0.10474328507795168,,0.10474328507795168,0.36640386829031507,0.0698025552417232,-0.04066232841706779,,-0.19403420941458824,-0.07162111664228235,,0.6950048172406798,0.41063698352328243,0.7095811079662079,0.48892864677995507,0.14250789187245771,0.5034635510936605,0.12403849171837845
info_ratio,0.32229884330046665,0.43219440042114526,-0.28437769681475894,0.03670382203494145,-0.057563699936670806,0.062171408859412705,-0.029107245798119963,-0.08055872625764324,-0.030806558382579258,-0.1699124909825772,-0.23456326678986195,-0.07022461452851908,0.2210900910006943,-0.197387323498915,-0.3053752988823534,-0.3339246904162863,-0.00277786465720205,-0.1298829523028817,0.06655816102155493,-0.08151469052194778,0.07141275117601961,0.02969530790586541,-0.23456326678986195,-0.08140850287811238,0.02969530795005118,-0.10660550217718408,-0.06151531866725659,0.4707200956395609,,,,,,,,,,0.1245300670179652,-0.3244798334281325,0.6723841484818942,-0.10660550217718408,-0.20840145331668922,-0.2827880484555577,0.9447412141782444,1.0,-0.27123838293521096,-0.33687103384279504,0.14868440072677475,0.22344367403899537,-0.016235212274593243,-0.1217968857178808,-0.15240710434566362,-0.23796649157701824,-0.22561803457634458,0.4097863066639949,0.15208057755170898,0.24527635148690596,0.15208057755170898,,0.15208057755170898,0.3119189973191097,0.13302662514633046,0.026110206205120154,,-0.1491794144568516,-0.01219077566514718,,0.7120578753725797,0.44627115153651115,0.6505362155053195,0.48799490807603313,0.19535065976098712,0.5087592377889767,0.16641332978191525
potential_gain,-0.8305006172605024,0.14817450950518207,0.9249602954512136,0.0438653496545253,0.10634686187069284,0.002680829209222268,0.03941911416202619,-0.08124105736923862,-0.09379276915421639,-0.0768980583983584,0.683570342490713,0.087961753400442,0.07422959092690952,0.0037290221972579494,0.0010131141599790125,-0.0003965598745860628,0.0009225316875854126,0.5352548058028699,0.11845396053870723,0.24328131450457904,-0.1268482609473889,0.06688791151468819,0.683570342490713,0.25605505385503213,0.06688791045467908,0.43703535419785355,0.12589165685955656,0.012598419906385093,,,,,,,,,,-0.16643093368856524,0.9376579554216992,0.2724835710266209,0.43703535419785355,0.8150175355599196,0.826838903857988,-0.28416308965771736,-0.27123838293521096,1.0,0.7515763925281336,0.399505579557582,-0.44471343933031615,-0.07701854779167663,0.2359708377011228,0.4904475558003033,0.6663458496292698,0.5951538644126636,0.0015139993450694925,0.37972971255410887,0.3443089679665621,0.37972971255410887,,0.37972971255410887,-0.086916247732714,0.12694537450660998,0.2798556623804733,,0.3414232301748769,0.42623764932966424,,0.10890382139096101,0.11053132147477224,-0.022957272512045317,0.029754916953784665,0.3520482267147983,0.07623234011431042,0.319830665272954
potential_loss,-0.9246002821916907,0.08387258675732794,0.8217351889471711,-0.09430675590932251,0.07031032056814973,-0.018327200921942722,0.032156801056115035,-0.09801930476877269,-0.11672773676125325,-0.07142450710554667,0.6478889432084307,0.0777946631207777,0.053510890410056584,-0.007335109381751398,-0.006620102416940519,-0.011438627101636609,0.0031392316803261155,0.5106252161594931,0.025005618093881955,0.2267309817908869,-0.16109280955454666,0.03649476424382417,0.6478889432084307,0.22346497075248015,0.03649476348018813,0.4067717977826884,0.11317985782775082,-0.08022193482466189,,,,,,,,,,-0.16044681131202798,0.9339858910362476,0.18015755477096512,0.4067717977826884,0.8138339584567618,0.8021360322787813,-0.3326778964648272,-0.33687103384279504,0.7515763925281336,1.0,-0.29435527905318165,-0.43183599944544454,-0.0689604952750973,0.23393289701152262,0.4603358983389144,0.6327912620535281,0.5654966383136361,-0.03434182610089708,-0.0221734031129716,-0.02026457372972092,-0.0221734031129716,,-0.0221734031129716,-0.07602528211751394,0.08910457287077016,0.22095015926985062,,0.3464924902344349,0.34643137026522336,,0.036978072380988436,0.050991914390018565,-0.07671831475164347,-0.1216587163345316,-0.02721363901081525,-0.10834045961292002,-0.05922438806230683
expected_value,0.0922080390892056,0.25483745902789395,0.2103077783150274,0.21216696816189864,0.0726443811454027,0.04737032665714368,0.023374830357536423,-0.027082192326156804,0.0027393415150837592,-0.07754390038192197,0.09158177987364857,0.03293090604560951,0.10994864045572059,-0.045116696813849874,-0.07608466704442735,-0.0802623802063977,-0.002586340413942123,0.07013443467232196,0.17526846297686607,0.036521274764271916,0.04926499431716166,0.05166414653579454,0.09158177987364857,0.07708783403242679,0.05166414605963588,0.06268013987773788,0.039942056062317134,0.26757639412994144,,,,,,,,,,-0.01660792050567935,0.061272701932102,0.23596094986917374,0.06268013987773788,0.04727066395727864,0.08464360193185229,0.11535774024959389,0.14868440072677475,0.399505579557582,-0.29435527905318165,1.0,-0.053672950623616364,-0.010965226763563032,0.021139461168229044,0.07170610802228318,0.0887577451738509,0.08160111840834038,0.10535370624513975,0.6165607123144122,0.5731951013065195,0.6165607123144122,,0.6165607123144122,0.04795511303729273,0.13443460385253617,0.1506728851789649,,0.016060909765543783,0.14474907704805828,,0.19493946072524926,0.2449064686325078,0.15111006340175945,0.2725970623602823,0.6034371332722777,0.3326556353983285,0.58314243423106
variance_regime_low,0.40944358235253103,-0.10129754446055561,-0.46760535565131717,-0.0061811715312195285,-0.03296438799130393,-0.021920593339660985,-0.24733961328531653,-0.0031493327132324006,-0.0052164429632672125,-0.005485347116667735,-0.4862074412523454,-0.3656744948538034,-0.0014998024395311658,-0.011129430713038341,-0.01361075825941934,-0.014409688829141093,-0.0039367216176125625,-0.23091136978092358,-0.05460499184763299,-0.1731823104038515,0.017505066046172933,-0.07616550229398542,-0.4862074412523454,-0.5679720463247179,-0.07616550221095475,-0.1540222513878428,-0.4353542364673545,-0.038868544148697774,,,,,,,,,,0.07137083485707585,-0.4683979613486592,-0.16985675206172635,-0.1540222513878428,-0.25805276474177435,-0.49711376752798847,0.34976222582070804,0.22344367403899537,-0.44471343933031615,-0.43183599944544454,-0.053672950623616364,1.0,-0.5345118736236512,-0.32734307862769285,-0.21822815756547032,-0.6032269477622854,-0.6475221787173548,0.09580076455367988,-0.16540398932649586,-0.15148017728222504,-0.16540398932649586,,-0.16540398932649586,0.22814828867483727,-0.12032438442190434,-0.09442447064545965,,-0.30438655650728336,-0.13365993366610102,,-0.1197232611008738,-0.09232270026281617,0.16924071653838324,0.07109245259719324,-0.1668676175517511,0.012157671128354858,-0.15505452496817276
variance_regime_medium,0.07766793757423636,0.018447975163468834,-0.06827355120479929,0.005008101965774591,-0.003511720701854216,0.03833644123419486,-0.07708915265384646,0.015787383610786437,0.025658279746695604,0.010485058621232519,-0.20282128110059272,-0.027245562861655647,-0.009475044416583108,0.0067725990131891085,0.004802004851096526,0.006901801565108503,0.002451765762216222,-0.05885460997113663,-0.006464764115310041,0.012413591157571513,0.06681410787831912,-0.05763995962243093,-0.20282128110059272,-0.014039415395592777,-0.05763995960805088,-0.1327575989270101,-0.05869330589012816,0.029916322701323998,,,,,,,,,,0.021189719407716717,-0.07805819923777688,0.034837916291005806,-0.1327575989270101,-0.1184050947352697,-0.1733041402280156,-0.017328822244244386,-0.016235212274593243,-0.07701854779167663,-0.0689604952750973,-0.010965226763563032,-0.5345118736236512,1.0,-0.40823883622326285,-0.27215852386174616,-0.1860275652680002,0.04250393514293081,0.026742488557688675,-0.009025098333464746,-0.002870473495839555,-0.009025098333464746,,-0.009025098333464746,-0.12194796924361904,-0.15005995199778518,-0.11775943505175551,,-0.3796091064808248,-0.11801531703925473,,0.10668345597042835,0.03478160716333009,0.034987629469105774,0.030988207567563847,0.001428700913970733,0.028858976053301608,0.007962928945710884
variance_regime_high,-0.22807836436031867,0.04622726361382611,0.2418231651240386,-0.001189307961037785,-0.0007835343803298795,0.006240917383950029,0.18696637600837657,0.01727141544134887,0.02015967748354265,0.010589793877858815,0.25520895226144485,0.23452998647602183,-0.00013533044512086716,0.00012779143583843835,0.0033962759215438814,0.003287926362958392,0.0030107037024690217,0.12494656814030791,0.022507780387927397,0.08900523317750797,-0.029183079681350976,0.04222239595475309,0.25520895226144485,0.3598995934185733,0.04222239626331098,0.027186694069490154,0.29956184060440844,0.010834180808499586,,,,,,,,,,-0.03215213774729068,0.25106263168457016,0.08304606319532483,0.027186694069490154,0.11714115319135358,0.25711306841157644,-0.20209051075394033,-0.1217968857178808,0.2359708377011228,0.23393289701152262,0.021139461168229044,-0.32734307862769285,-0.40823883622326285,1.0,-0.16667395706610422,0.3755584632054545,0.026030046608984142,-0.08851807942402382,0.09523347819229448,0.08551792916426858,0.09523347819229448,,0.09523347819229448,-0.07468276319846084,0.3675788256355899,-0.07211764211329641,,0.9298701465855136,0.02122074517283556,,0.12679613896804298,0.05700919194765736,-0.12951954600992302,-0.06402599968663382,0.08806177840885628,-0.0012150841072253212,0.10772179033128022
